Graph,Model,Loss Function,n_negative,Learning Rate,lambda,n2v_p,n2v_q,time,Duration,Steps,Loss/positive_loss,Loss/negative_loss,Loss/total_loss,Loss/dimension_regularization,GPU_usage/memory__bytes_,classifier/metrics/valid/AUC_ROC,classifier/metrics/valid/AUC_ROC max,classifier/metrics/valid/MRR,classifier/metrics/valid/MRR max,classifier/metrics/valid/Hits_1,classifier/metrics/valid/Hits_1 max,classifier/metrics/valid/Hits_20,classifier/metrics/valid/Hits_20 max,classifier/metrics/valid/Hits_50,classifier/metrics/valid/Hits_50 max,classifier/metrics/valid/Hits_100,classifier/metrics/valid/Hits_100 max,classifier/metrics/test/AUC_ROC,classifier/metrics/test/AUC_ROC max,classifier/metrics/test/MRR,classifier/metrics/test/MRR max,classifier/metrics/test/Hits_1,classifier/metrics/test/Hits_1 max,classifier/metrics/test/Hits_20,classifier/metrics/test/Hits_20 max,classifier/metrics/test/Hits_50,classifier/metrics/test/Hits_50 max,classifier/metrics/test/Hits_100,classifier/metrics/test/Hits_100 max,Loss/classifier_loss,metrics/valid/AUC_ROC,metrics/valid/AUC_ROC max,metrics/valid/MRR,metrics/valid/MRR max,metrics/valid/Hits_1,metrics/valid/Hits_1 max,metrics/valid/Hits_20,metrics/valid/Hits_20 max,metrics/valid/Hits_50,metrics/valid/Hits_50 max,metrics/valid/Hits_100,metrics/valid/Hits_100 max,metrics/test/AUC_ROC,metrics/test/AUC_ROC max,metrics/test/MRR,metrics/test/MRR max,metrics/test/Hits_1,metrics/test/Hits_1 max,metrics/test/Hits_20,metrics/test/Hits_20 max,metrics/test/Hits_50,metrics/test/Hits_50 max,metrics/test/Hits_100,metrics/test/Hits_100 max
CiteSeer,line,sg,-1,0.1,0.0,-1.0,-1.0,02-05-15h40m,2.718442916870117,1139,-0.0,1985.759033203125,1985.759033203125,0.0,17705984.0,0.8499886393547058,0.8500,0.10331115871667862,0.1033,0.0,0.0044,0.03186813369393349,0.0319,0.05494505912065506,0.0560,0.07252747565507889,0.0758,0.6092348098754883,0.6100,0.03109760582447052,0.0334,0.001098901149816811,0.0011,0.017032967880368233,0.0231,0.02747252956032753,0.0379,0.03241758421063423,0.0473,1.0321356058120728,0.8778764009475708,0.8779,0.1130656898021698,0.1131,0.0,0.0000,0.02967033162713051,0.0297,0.03846153989434242,0.0385,0.05824176222085953,0.0582,0.6185462474822998,0.6185,0.035574737936258316,0.0356,0.0,0.0000,0.013736264780163765,0.0137,0.024725275114178658,0.0247,0.03186813369393349,0.0319
CiteSeer,line,sg,10,0.1,0.0,-1.0,-1.0,02-05-15h40m,2.7133121490478516,1139,96.41230773925781,2030.829833984375,2127.2421875,0.0,17435648.0,0.7038267254829407,0.7038,0.06027357280254364,0.0613,0.008791209198534489,0.0088,0.019780220463871956,0.0286,0.03846153989434242,0.0385,0.04725274816155434,0.0473,0.6039538383483887,0.6040,0.03402198106050491,0.0340,0.0016483517829328775,0.0027,0.008241758681833744,0.0082,0.01923076994717121,0.0192,0.024725275114178658,0.0247,1.2036004066467285,0.7854666709899902,0.7855,0.07703914493322372,0.0770,0.005494505632668734,0.0055,0.023076923564076424,0.0231,0.03736263886094093,0.0374,0.05714286118745804,0.0571,0.6175392866134644,0.6175,0.0324687622487545,0.0325,0.0,0.0000,0.005494505632668734,0.0055,0.014835165813565254,0.0148,0.020879121497273445,0.0209
CiteSeer,line,sg_aug,100,0.1,1.0,-1.0,-1.0,02-05-15h40m,2.280907154083252,1139,1.1920930376163597e-07,0.0,1.1920930376163597e-07,131900.078125,17301504.0,0.9687374234199524,0.9687,0.3512032926082611,0.3512,0.004395604599267244,0.0088,0.12637363374233246,0.1264,0.20549450814723969,0.2055,0.2516483664512634,0.2516,0.6678481698036194,0.6678,0.03819900378584862,0.0382,0.0,0.0005,0.004395604599267244,0.0093,0.016483517363667488,0.0165,0.02142857201397419,0.0253,0.5308259129524231,0.9729254841804504,0.9729,0.3552846908569336,0.3553,0.007692308165132999,0.0077,0.06813187152147293,0.0681,0.1934065967798233,0.1934,0.24835166335105896,0.2484,0.6753312349319458,0.6753,0.03977174311876297,0.0398,0.0,0.0000,0.004395604599267244,0.0044,0.01428571529686451,0.0143,0.020879121497273445,0.0209
CiteSeer,line,sg_aug,1000000000,0.1,0.0,-1.0,-1.0,02-05-15h40m,0.2528977394104004,113,0.0005913370987400413,0.0,0.0005913370987400413,nan,17301504.0,0.977260410785675,0.9773,0.3636940121650696,0.3637,0.008791209198534489,0.0132,0.10109890252351761,0.1011,0.16923077404499054,0.1692,0.2527472674846649,0.2527,0.6467176675796509,0.6467,0.03903268277645111,0.0390,0.0,0.0033,0.005494505632668734,0.0198,0.009890110231935978,0.0275,0.021978022530674934,0.0401,0.6109824180603027,0.9837208986282349,0.9837,0.41661930084228516,0.4166,0.001098901149816811,0.0011,0.07252747565507889,0.0725,0.22527474164962769,0.2253,0.28901100158691406,0.2890,0.6620617508888245,0.6621,0.041782405227422714,0.0418,0.0005494505749084055,0.0005,0.004395604599267244,0.0044,0.013736264780163765,0.0137,0.02252747304737568,0.0225
CiteSeer,n2v,sg,-1,0.1,0.0,1.0,0.5,02-05-15h42m,61.00228500366211,519,40183.7265625,705139.9375,745323.6875,0.0,11371151360.0,0.9964508414268494,0.9977,0.46819621324539185,0.4682,0.0,0.0000,0.035164836794137955,0.0352,0.10109890252351761,0.1011,0.19780220091342926,0.1978,0.658610463142395,0.7028,0.14288270473480225,0.1429,0.0,0.0000,0.01318681426346302,0.0132,0.030219782143831253,0.0302,0.07197802513837814,0.0720,0.21811577677726746,0.996796190738678,0.9968,0.5115495920181274,0.5115,0.004395604599267244,0.0044,0.05494505912065506,0.0549,0.12087912857532501,0.1209,0.26813188195228577,0.2681,0.6718291640281677,0.6718,0.15304966270923615,0.1530,0.0,0.0000,0.019780220463871956,0.0198,0.05109890177845955,0.0511,0.09780219942331314,0.0978
CiteSeer,n2v,sg,10,0.1,0.0,1.0,0.5,02-05-15h41m,36.4209361076355,519,36152.78125,748002.5,784155.25,0.0,3122975232.0,0.993529200553894,0.9953,0.36110010743141174,0.4735,0.0,0.0022,0.0,0.0077,0.0,0.0549,0.007692308165132999,0.1538,0.7461720108985901,0.7501,0.11403000354766846,0.1469,0.0,0.0000,0.0,0.0033,0.0,0.0115,0.0005494505749084055,0.0324,0.15287746489048004,0.9888181686401367,0.9888,0.5060121417045593,0.5060,0.0,0.0000,0.003296703565865755,0.0033,0.048351649194955826,0.0484,0.13956044614315033,0.1396,0.75746750831604,0.7575,0.15094994008541107,0.1509,0.0,0.0000,0.0,0.0000,0.015934066846966743,0.0159,0.04780219867825508,0.0478
CiteSeer,n2v,sg_aug,10,0.1,10.0,1.0,0.5,02-05-15h43m,31.953022718429565,519,13.963955879211426,0.0,13.963955879211426,72.8686752319336,2085969408.0,0.9818278551101685,0.9818,0.2469644844532013,0.2474,0.0,0.0033,0.032967034727334976,0.0341,0.08021978288888931,0.0802,0.11428572237491608,0.1264,0.766921877861023,0.7829,0.09216512739658356,0.0922,0.0,0.0000,0.012637362815439701,0.0170,0.02857143059372902,0.0286,0.050549451261758804,0.0505,0.30984237790107727,0.975955605506897,0.9760,0.26124027371406555,0.2612,0.0,0.0000,0.019780220463871956,0.0198,0.04285714402794838,0.0429,0.06703297048807144,0.0670,0.7742598056793213,0.7743,0.09366202354431152,0.0937,0.0,0.0000,0.004945055115967989,0.0049,0.013736264780163765,0.0137,0.029120881110429764,0.0291
CiteSeer,n2v,sg_aug,1000000000,0.1,0.0,1.0,0.5,02-05-15h43m,2.7760608196258545,51,1099.87646484375,0.0,1099.87646484375,nan,2085969408.0,0.9893323183059692,0.9893,0.2757359445095062,0.2757,0.002197802299633622,0.0033,0.036263737827539444,0.0363,0.06373626738786697,0.0637,0.10109890252351761,0.1011,0.7789662480354309,0.7828,0.09246864914894104,0.0925,0.0,0.0011,0.012087912298738956,0.0126,0.018681319430470467,0.0258,0.03846153989434242,0.0505,0.40596723556518555,0.9914211630821228,0.9914,0.2860505282878876,0.2861,0.001098901149816811,0.0011,0.02857143059372902,0.0286,0.07912088185548782,0.0791,0.1219780296087265,0.1220,0.7787261605262756,0.7787,0.09147997945547104,0.0915,0.0,0.0000,0.008791209198534489,0.0088,0.025274725630879402,0.0253,0.043406594544649124,0.0434
Cora,line,sg,-1,0.1,0.0,-1.0,-1.0,02-05-15h36m,3.1590750217437744,1319,39.66175079345703,1885.9051513671875,1925.56689453125,0.0,16117248.0,0.7995455265045166,0.7995,0.08599744737148285,0.0860,0.002846299670636654,0.0028,0.012333965860307217,0.0152,0.03036053106188774,0.0304,0.03889942914247513,0.0389,0.5971058011054993,0.5983,0.027650531381368637,0.0277,0.0,0.0000,0.0014218009309843183,0.0014,0.005687203723937273,0.0057,0.00995260663330555,0.0100,1.2628073692321777,0.7928691506385803,0.7929,0.08924069255590439,0.0892,0.0,0.0000,0.016129031777381897,0.0161,0.03415559604763985,0.0342,0.05882352963089943,0.0588,0.6076581478118896,0.6077,0.029725639149546623,0.0297,0.0,0.0000,0.0004739336436614394,0.0005,0.008056871592998505,0.0081,0.011374407447874546,0.0114
Cora,line,sg,10,0.1,0.0,-1.0,-1.0,02-05-15h35m,3.1494812965393066,1319,179.31399536132812,2267.0517578125,2446.36572265625,0.0,15846912.0,0.7527827620506287,0.7528,0.07491900771856308,0.0749,0.0018975331913679838,0.0019,0.01043643243610859,0.0104,0.02561669796705246,0.0256,0.04364326223731041,0.0436,0.5715480446815491,0.5715,0.03046763874590397,0.0311,0.0,0.0014,0.006635070778429508,0.0066,0.00995260663330555,0.0100,0.015165876597166061,0.0152,1.3422744274139404,0.7754251956939697,0.7754,0.07702348381280899,0.0770,0.0,0.0000,0.009487666189670563,0.0095,0.024667931720614433,0.0247,0.032258063554763794,0.0323,0.580184280872345,0.5802,0.028904221951961517,0.0289,0.0009478672873228788,0.0009,0.006635070778429508,0.0066,0.009004739113152027,0.0090,0.012322274968028069,0.0123
Cora,line,sg_aug,100,0.1,1.0,-1.0,-1.0,02-05-15h36m,2.6508095264434814,1319,4.053121756442124e-06,0.0,4.053121756442124e-06,59833.859375,15712768.0,0.9571689367294312,0.9572,0.2930927872657776,0.2931,0.0,0.0076,0.06736242771148682,0.0674,0.12713472545146942,0.1271,0.20208728313446045,0.2021,0.6655806303024292,0.6656,0.039338063448667526,0.0393,0.0,0.0000,0.0014218009309843183,0.0047,0.0028436018619686365,0.0066,0.00995260663330555,0.0100,0.5236927270889282,0.9719831347465515,0.9720,0.303539514541626,0.3035,0.002846299670636654,0.0028,0.06261859834194183,0.0626,0.1318785548210144,0.1319,0.22296014428138733,0.2230,0.6652499437332153,0.6652,0.03870270401239395,0.0387,0.0,0.0000,0.0028436018619686365,0.0028,0.007582938298583031,0.0076,0.014218009077012539,0.0142
Cora,line,sg_aug,1000000000,0.1,0.0,-1.0,-1.0,02-05-15h36m,0.28993654251098633,131,0.0003951279213652015,0.0,0.0003951279213652015,nan,15712768.0,0.9398896098136902,0.9399,0.2896777391433716,0.2897,0.0,0.0047,0.052182164043188095,0.0522,0.11574952304363251,0.1157,0.18121442198753357,0.1812,0.6333637833595276,0.6334,0.036736294627189636,0.0367,0.0,0.0000,0.0,0.0047,0.004265402909368277,0.0085,0.012796208262443542,0.0128,0.6559038162231445,0.9604195356369019,0.9604,0.302634596824646,0.3026,0.0,0.0000,0.05123339593410492,0.0512,0.13757115602493286,0.1376,0.2125237137079239,0.2125,0.6667795777320862,0.6668,0.04067239537835121,0.0407,0.0,0.0000,0.0004739336436614394,0.0005,0.0028436018619686365,0.0028,0.012322274968028069,0.0123
Cora,n2v,sg,-1,0.01,0.0,1.0,1.0,02-05-15h37m,51.24267244338989,439,28986.2734375,124700.2734375,153686.546875,0.0,11369879552.0,0.9877071380615234,0.9877,0.37618497014045715,0.3762,0.0180265661329031,0.0180,0.021821631118655205,0.0361,0.03889942914247513,0.0436,0.09013282507658005,0.0987,0.8515486717224121,0.8565,0.13988690078258514,0.1399,0.0004739336436614394,0.0009,0.013744075782597065,0.0180,0.015639809891581535,0.0223,0.028436018154025078,0.0389,0.19645291566848755,0.9828791618347168,0.9829,0.38570985198020935,0.3857,0.0009487665956839919,0.0009,0.019924098625779152,0.0199,0.06546489149332047,0.0655,0.13946868479251862,0.1395,0.8404334783554077,0.8404,0.13365581631660461,0.1337,0.0,0.0000,0.008530805818736553,0.0085,0.012796208262443542,0.0128,0.022274881601333618,0.0223
Cora,n2v,sg,10,0.01,0.0,1.0,1.0,02-05-15h37m,32.3301420211792,439,26260.59765625,122799.984375,149060.578125,0.0,3121703424.0,0.9871877431869507,0.9872,0.35920143127441406,0.3592,0.004743833094835281,0.0047,0.07495255768299103,0.0750,0.11954458802938461,0.1195,0.20113851130008698,0.2011,0.8696005344390869,0.8739,0.13681800663471222,0.1368,0.0009478672873228788,0.0019,0.024644549936056137,0.0251,0.04123222827911377,0.0412,0.059241704642772675,0.0626,0.18154427409172058,0.9910667538642883,0.9911,0.3736644983291626,0.3737,0.0009487665956839919,0.0009,0.039848197251558304,0.0398,0.14326375722885132,0.1433,0.20967741310596466,0.2097,0.8791593909263611,0.8792,0.1377851814031601,0.1378,0.0,0.0000,0.010426539927721024,0.0104,0.039336491376161575,0.0393,0.05639810487627983,0.0564
Cora,n2v,sg_aug,1000000000,0.01,0.0,1.0,1.0,02-05-15h39m,2.380174398422241,43,144482.25,0.0,144482.25,nan,2084697600.0,0.7916062474250793,0.7916,0.07774374634027481,0.0777,0.0018975331913679838,0.0019,0.018975332379341125,0.0190,0.026565464213490486,0.0266,0.037001896649599075,0.0370,0.6545307636260986,0.6545,0.04521895572543144,0.0452,0.0,0.0009,0.013270141556859016,0.0142,0.019431279972195625,0.0223,0.027962084859609604,0.0318,1.127382755279541,0.8362442851066589,0.8362,0.08507876843214035,0.0851,0.0009487665956839919,0.0009,0.014231499284505844,0.0142,0.03130929917097092,0.0313,0.052182164043188095,0.0522,0.6596701145172119,0.6597,0.044455964118242264,0.0445,0.0,0.0000,0.011374407447874546,0.0114,0.017061611637473106,0.0171,0.029383886605501175,0.0294
Cora,n2v,sg_aug,5,0.01,100.0,1.0,1.0,02-05-15h39m,27.20891046524048,439,2784.2685546875,0.0,2784.2685546875,134.53192138671875,2084697600.0,0.9558488726615906,0.9571,0.14713294804096222,0.1471,0.0,0.0000,0.0,0.0000,0.0,0.0009,0.0018975331913679838,0.0019,0.7919660210609436,0.7920,0.07763830572366714,0.0776,0.0,0.0000,0.0009478672873228788,0.0009,0.0018957345746457577,0.0028,0.0028436018619686365,0.0043,0.42433106899261475,0.9549973607063293,0.9550,0.15412718057632446,0.1541,0.0,0.0000,0.0,0.0000,0.0,0.0000,0.0,0.0000,0.7947306632995605,0.7947,0.07060108333826065,0.0706,0.0,0.0000,0.0004739336436614394,0.0005,0.0009478672873228788,0.0009,0.0028436018619686365,0.0028
PubMed,line,sg,-1,0.1,0.0,-1.0,-1.0,02-05-15h45m,28.39179539680481,11099,-0.0,103.6163330078125,103.6163330078125,0.0,59796480.0,0.8727797269821167,0.8728,0.14150533080101013,0.1415,0.007784295827150345,0.0078,0.0339575819671154,0.0340,0.058325812220573425,0.0583,0.08709385991096497,0.0871,0.6878935694694519,0.6879,0.05507225915789604,0.0569,0.0007897111936472356,0.0016,0.008179151453077793,0.0204,0.016132671386003494,0.0244,0.030460288748145103,0.0398,0.3963916301727295,0.878606915473938,0.8786,0.14635537564754486,0.1464,0.0010153430048376322,0.0010,0.029557760804891586,0.0296,0.06588447839021683,0.0659,0.09363718330860138,0.0936,0.687049388885498,0.6870,0.057395465672016144,0.0574,0.0008461191318929195,0.0008,0.006374097429215908,0.0064,0.01788131706416607,0.0179,0.029332129284739494,0.0293
PubMed,line,sg,10,0.1,0.0,-1.0,-1.0,02-05-15h44m,28.543701171875,11099,103.6163330078125,207.232666015625,310.8489990234375,0.0,59526144.0,0.8514243960380554,0.8514,0.13324156403541565,0.1332,0.0054151625372469425,0.0068,0.027075812220573425,0.0364,0.0549413338303566,0.0549,0.07908393442630768,0.0791,0.6880337595939636,0.6880,0.0544632263481617,0.0555,0.001184566761367023,0.0019,0.011281588114798069,0.0172,0.01816335693001747,0.0314,0.027978338301181793,0.0433,0.8092363476753235,0.8630475997924805,0.8630,0.14340561628341675,0.1434,0.00022563176753465086,0.0002,0.049864619970321655,0.0499,0.061710286885499954,0.0617,0.09623195230960846,0.0962,0.6931461691856384,0.6931,0.054636433720588684,0.0546,0.0009589350083842874,0.0010,0.011845667846500874,0.0118,0.021040162071585655,0.0210,0.029162906110286713,0.0292
PubMed,line,sg_aug,100,0.1,0.1,-1.0,-1.0,02-05-15h47m,23.78216791152954,11099,-0.0,0.0,0.0,604550.3125,59392000.0,0.9553511142730713,0.9554,0.39868319034576416,0.3987,0.004851082805544138,0.0144,0.2635379135608673,0.2635,0.3209611773490906,0.3210,0.3842509090900421,0.3843,0.7396143674850464,0.7396,0.07449907809495926,0.0745,0.0,0.0026,0.023409295827150345,0.0243,0.04399819299578667,0.0457,0.06633573770523071,0.0663,0.19454717636108398,0.9600009918212891,0.9600,0.4130641222000122,0.4131,0.0,0.0000,0.2920803129673004,0.2921,0.3146435022354126,0.3146,0.38819944858551025,0.3882,0.7474151253700256,0.7474,0.07373806089162827,0.0737,0.0,0.0000,0.016132671386003494,0.0161,0.03367554023861885,0.0337,0.06323330104351044,0.0632
PubMed,line,sg_aug,1000000000,0.1,0.0,-1.0,-1.0,02-05-15h46m,2.619992971420288,1109,-0.0,0.0,0.0,nan,59392000.0,0.9304796457290649,0.9305,0.43203866481781006,0.4320,0.014214801602065563,0.0294,0.29230594635009766,0.2923,0.36868229508399963,0.3721,0.41787004470825195,0.4213,0.7040303349494934,0.7040,0.0674503743648529,0.0675,0.0019742778968065977,0.0026,0.02273240126669407,0.0246,0.03818817809224129,0.0426,0.058212995529174805,0.0582,0.14305873215198517,0.9406123161315918,0.9406,0.4509831964969635,0.4510,0.003497292287647724,0.0035,0.326376348733902,0.3264,0.40974730253219604,0.4097,0.4644629955291748,0.4645,0.712759256362915,0.7128,0.06857218593358994,0.0686,0.0,0.0000,0.01686597429215908,0.0169,0.03260378912091255,0.0326,0.054490070790052414,0.0545
PubMed,n2v,sg,-1,0.01,0.0,0.25,0.5,02-05-15h51m,325.94174098968506,3099,6561.7919921875,30092.099609375,36653.890625,0.0,11404851200.0,0.9992914199829102,0.9993,0.7189001441001892,0.7189,0.0819043293595314,0.0819,0.3448781669139862,0.3449,0.6086416840553284,0.6086,0.7181859016418457,0.7701,0.7548044919967651,0.7551,0.2322337031364441,0.2322,0.012240523472428322,0.0122,0.04236236587166786,0.0682,0.13836868107318878,0.1384,0.20289936661720276,0.2068,0.0040065813809633255,0.9994074106216431,0.9994,0.7226001620292664,0.7226,0.0037229242734611034,0.0037,0.4068140685558319,0.4068,0.6599729061126709,0.6600,0.838334858417511,0.8383,0.7551290392875671,0.7551,0.23214203119277954,0.2321,0.0037793321534991264,0.0038,0.05302346497774124,0.0530,0.10943140834569931,0.1094,0.21722698211669922,0.2172
PubMed,n2v,sg,10,0.01,0.0,0.25,0.5,02-05-15h47m,182.24045324325562,3099,5566.3369140625,28412.990234375,33979.328125,0.0,3156674048.0,0.9994338154792786,0.9994,0.6989691853523254,0.6990,0.001805054140277207,0.0844,0.30403879284858704,0.3040,0.5394855737686157,0.5544,0.6718186140060425,0.7419,0.9022837281227112,0.9023,0.24594755470752716,0.2459,0.0012409747578203678,0.0064,0.023747744038701057,0.0947,0.08951940387487411,0.1833,0.1901511698961258,0.2498,0.006712697446346283,0.9995085000991821,0.9995,0.712586522102356,0.7126,0.0005640794406645,0.0006,0.38379964232444763,0.3838,0.600067675113678,0.6001,0.7686145901679993,0.7686,0.9066014885902405,0.9066,0.24475669860839844,0.2448,0.0,0.0000,0.04653655365109444,0.0465,0.10209837555885315,0.1021,0.1762184053659439,0.1762
PubMed,n2v,sg_aug,100,0.01,100.0,0.25,0.5,02-05-15h58m,146.61071252822876,3099,39.97791290283203,0.0,39.97791290283203,495.9118347167969,2119668224.0,0.9795708656311035,0.9812,0.3072711229324341,0.3073,0.0,0.0000,0.0,0.0000,0.0,0.0001,0.0,0.0002,0.8217138051986694,0.8218,0.13004368543624878,0.1300,0.0,0.0000,0.0,0.0002,0.0,0.0003,0.0,0.0006,0.32085710763931274,0.9836412072181702,0.9836,0.3034873902797699,0.3035,0.0,0.0000,0.0,0.0000,0.0,0.0000,0.0,0.0000,0.8164058327674866,0.8164,0.1328338235616684,0.1328,0.0,0.0000,0.0,0.0000,0.0,0.0000,0.0,0.0000
PubMed,n2v,sg_aug,1000000000,0.01,0.0,0.25,0.5,02-05-15h57m,14.195767402648926,309,990.7802124023438,0.0,990.7802124023438,nan,2119668224.0,0.9450926184654236,0.9451,0.1308448165655136,0.1308,0.0,0.0042,0.00022563176753465086,0.0166,0.001692238263785839,0.0323,0.01195848360657692,0.0627,0.7650959491729736,0.7736,0.07847168296575546,0.0785,0.0,0.0011,0.00022563176753465086,0.0186,0.0008461191318929195,0.0263,0.008122744038701057,0.0418,0.4112367630004883,0.9502701163291931,0.9503,0.1332773119211197,0.1333,0.0,0.0000,0.00022563176753465086,0.0002,0.002369133522734046,0.0024,0.013763537630438805,0.0138,0.7639215588569641,0.7639,0.08144532144069672,0.0814,0.0,0.0000,5.6407941883662716e-05,0.0001,0.0009025270701386034,0.0009,0.0032152526546269655,0.0032
ogbl-citation2,line,sg,-1,0.01,0.0,-1.0,-1.0,02-05-16h32m,2921.978943347931,44642,286.614013671875,2995.881591796875,3282.49560546875,0.0,8031933952.0,0.8479233384132385,0.8479,0.13740894198417664,0.1374,0.0016513465670868754,0.0017,0.034412674605846405,0.0344,0.05426347628235817,0.0586,0.08566215634346008,0.0877,0.6710299253463745,0.6712,0.06723354011774063,0.0673,0.0005889417952857912,0.0006,0.01649037003517151,0.0165,0.03112153150141239,0.0311,0.04212665930390358,0.0421,1.0433675050735474,0.8471918106079102,0.8472,0.13848619163036346,0.1385,0.0003695320920087397,0.0004,0.028361588716506958,0.0284,0.050048504024744034,0.0500,0.08166658878326416,0.0817,0.6714655756950378,0.6715,0.06828927993774414,0.0683,0.002032426418736577,0.0020,0.01741419918835163,0.0174,0.024596979841589928,0.0246,0.04045221582055092,0.0405
