Graph,Model,Loss Function,n_negative,Learning Rate,lambda,n2v_p,n2v_q,time,Duration,Steps,Loss/positive_loss,Loss/negative_loss,Loss/total_loss,Loss/dimension_regularization,GPU_usage/memory__bytes_,classifier/metrics/valid/AUC_ROC,classifier/metrics/valid/AUC_ROC max,classifier/metrics/valid/MRR,classifier/metrics/valid/MRR max,classifier/metrics/valid/Hits_1,classifier/metrics/valid/Hits_1 max,classifier/metrics/valid/Hits_20,classifier/metrics/valid/Hits_20 max,classifier/metrics/valid/Hits_50,classifier/metrics/valid/Hits_50 max,classifier/metrics/valid/Hits_100,classifier/metrics/valid/Hits_100 max,classifier/metrics/test/AUC_ROC,classifier/metrics/test/AUC_ROC max,classifier/metrics/test/MRR,classifier/metrics/test/MRR max,classifier/metrics/test/Hits_1,classifier/metrics/test/Hits_1 max,classifier/metrics/test/Hits_20,classifier/metrics/test/Hits_20 max,classifier/metrics/test/Hits_50,classifier/metrics/test/Hits_50 max,classifier/metrics/test/Hits_100,classifier/metrics/test/Hits_100 max,Loss/classifier_loss,metrics/valid/AUC_ROC,metrics/valid/AUC_ROC max,metrics/valid/MRR,metrics/valid/MRR max,metrics/valid/Hits_1,metrics/valid/Hits_1 max,metrics/valid/Hits_20,metrics/valid/Hits_20 max,metrics/valid/Hits_50,metrics/valid/Hits_50 max,metrics/valid/Hits_100,metrics/valid/Hits_100 max,metrics/test/AUC_ROC,metrics/test/AUC_ROC max,metrics/test/MRR,metrics/test/MRR max,metrics/test/Hits_1,metrics/test/Hits_1 max,metrics/test/Hits_20,metrics/test/Hits_20 max,metrics/test/Hits_50,metrics/test/Hits_50 max,metrics/test/Hits_100,metrics/test/Hits_100 max
ogbl-citation2,line,sg,10,0.01,0.0,-1.0,-1.0,02-05-15h37m,2913.7486913204193,44642,70.57928466796875,2747.276611328125,2817.85595703125,0.0,8021340672.0,0.8285007476806641,0.8285,0.07802915573120117,0.0780,0.0012009793426841497,0.0038,0.013557208701968193,0.0136,0.020589865744113922,0.0271,0.03246108442544937,0.0336,0.6123597621917725,0.6124,0.02650415524840355,0.0265,0.0,0.0032,0.0063859764486551285,0.0071,0.009041988290846348,0.0097,0.014619613066315651,0.0146,1.0454113483428955,0.828514575958252,0.8285,0.07856299728155136,0.0786,0.002182548865675926,0.0022,0.013372442685067654,0.0134,0.023846367374062538,0.0238,0.033558133989572525,0.0336,0.6148533225059509,0.6149,0.026609107851982117,0.0266,0.0015127720544114709,0.0015,0.007078849244862795,0.0071,0.010681786574423313,0.0107,0.014192341826856136,0.0142
ogbl-citation2,line,sg_aug,1000000000,0.01,0.0,-1.0,-1.0,02-05-17h28m,1513.6831011772156,29761,12.881246566772461,0.0,12.881246566772461,nan,8019209728.0,0.8982444405555725,0.8982,0.203489750623703,0.2035,0.011605617590248585,0.0116,0.053870849311351776,0.0554,0.07171232253313065,0.0853,0.1265069991350174,0.1265,0.6449766755104065,0.6450,0.03251983970403671,0.0325,0.002540533198043704,0.0025,0.007217423524707556,0.0072,0.00899579655379057,0.0103,0.014919858425855637,0.0149,0.817337691783905,0.8978455066680908,0.8978,0.20456410944461823,0.2046,0.004018661566078663,0.0040,0.04503672197461128,0.0450,0.07690886408090591,0.0769,0.12051365524530411,0.1205,0.6470792293548584,0.6471,0.03201548382639885,0.0320,0.000993117457255721,0.0010,0.005889417603611946,0.0059,0.010069749318063259,0.0101,0.014099959284067154,0.0141
ogbl-citation2,line,sg_aug,5,0.01,100.0,-1.0,-1.0,02-05-18h01m,2855.7654774188995,44642,94.240966796875,0.0,94.240966796875,685.4449462890625,8019209728.0,0.7212685346603394,0.7213,0.08560913056135178,0.0856,0.0016397986328229308,0.0054,0.029735784977674484,0.0297,0.04512910544872284,0.0466,0.062462471425533295,0.0672,0.6232635378837585,0.6233,0.07637613266706467,0.0765,0.0003464363398961723,0.0019,0.0243891179561615,0.0244,0.04199963063001633,0.0444,0.05770474672317505,0.0577,1.2393195629119873,0.7207955121994019,0.7208,0.08564107120037079,0.0856,0.0,0.0000,0.02391565591096878,0.0239,0.03531340882182121,0.0353,0.05823594704270363,0.0582,0.6245906352996826,0.6246,0.07702374458312988,0.0770,0.0015820593107491732,0.0016,0.01907709427177906,0.0191,0.04471338167786598,0.0447,0.05045267939567566,0.0505
ogbl-citation2,n2v,sg,-1,0.01,0.0,0.25,2.0,02-05-19h41m,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogbl-citation2,n2v,sg,10,0.01,0.0,0.25,2.0,02-05-18h55m,2320.505916595459,4289,476622.125,2486737.0,2963359.0,0.0,31984844800.0,0.9842686057090759,0.9843,0.35417187213897705,0.3542,0.003337336704134941,0.0059,0.06719709932804108,0.0700,0.11423160880804062,0.1384,0.23031087219715118,0.2424,0.9794999361038208,0.9795,0.32364827394485474,0.3236,8.083514694590122e-05,0.0073,0.05835142731666565,0.0674,0.11693380773067474,0.1264,0.20155666768550873,0.2151,0.33377301692962646,0.9840083122253418,0.9840,0.35600751638412476,0.3560,0.013049102388322353,0.0130,0.06052242964506149,0.0605,0.1261490136384964,0.1261,0.23238949477672577,0.2324,0.9785647392272949,0.9786,0.3260032832622528,0.3260,0.00015012241783551872,0.0002,0.06513003259897232,0.0651,0.14358630776405334,0.1436,0.22178854048252106,0.2218
ogbl-citation2,n2v,sg_aug,1,0.01,10.0,0.25,2.0,02-05-20h12m,2341.0505006313324,4289,58135.2734375,0.0,58135.2734375,10054.166015625,23486461952.0,0.9667607545852661,0.9668,0.20080193877220154,0.2008,0.004988683387637138,0.0050,0.02416970767080784,0.0280,0.05850154906511307,0.0813,0.10943923890590668,0.1094,0.9590975046157837,0.9591,0.18439392745494843,0.1844,0.0003695320920087397,0.0106,0.027761097997426987,0.0411,0.05202319100499153,0.0585,0.0942537784576416,0.1027,0.48098963499069214,0.9669620394706726,0.9670,0.20108763873577118,0.2011,0.003268049331381917,0.0033,0.024111969396471977,0.0241,0.058166660368442535,0.0582,0.10609035193920135,0.1061,0.9586108922958374,0.9586,0.18465495109558105,0.1847,0.003268049331381917,0.0033,0.030775094404816628,0.0308,0.06564968824386597,0.0656,0.10455448925495148,0.1046
ogbl-citation2,n2v,sg_aug,1000000000,0.01,0.0,0.25,2.0,02-05-19h42m,1353.6238939762115,2859,84157.140625,0.0,84157.140625,nan,23486461952.0,0.8260917067527771,0.8261,0.06979004293680191,0.0698,0.00018476604600436985,0.0008,0.007125040516257286,0.0083,0.017910758033394814,0.0192,0.034147076308727264,0.0341,0.8091657161712646,0.8092,0.06800507754087448,0.0680,0.0005312023567967117,0.0005,0.00830292422324419,0.0084,0.018580535426735878,0.0186,0.032484181225299835,0.0325,0.9917906522750854,0.8271582722663879,0.8272,0.07000540941953659,0.0700,8.083514694590122e-05,0.0001,0.007610051427036524,0.0076,0.01864982210099697,0.0186,0.03338491544127464,0.0334,0.8100510835647583,0.8101,0.06794996559619904,0.0679,0.00030024483567103744,0.0003,0.007182780187577009,0.0072,0.020751535892486572,0.0208,0.033234793692827225,0.0332
ogbl-collab,line,sg,-1,0.1,0.0,-1.0,-1.0,02-05-16h03m,45.207677125930786,6054,310.8489990234375,1666.9732666015625,1977.822265625,0.0,642863104.0,0.8338126540184021,0.8338,0.245759516954422,0.2458,0.0,0.0246,0.13985420763492584,0.1399,0.16798149049282074,0.1680,0.19484388828277588,0.1974,0.6997609734535217,0.6998,0.11960765719413757,0.1196,0.0,0.0076,0.0554080605506897,0.0554,0.06974033266305923,0.0697,0.08431003987789154,0.0851,0.9755488634109497,0.8387945890426636,0.8388,0.24292224645614624,0.2429,0.0,0.0000,0.13690832257270813,0.1369,0.1777012199163437,0.1777,0.20772585272789001,0.2077,0.7045900821685791,0.7046,0.11938422918319702,0.1194,0.0,0.0000,0.05143646523356438,0.0514,0.07340974360704422,0.0734,0.08944721519947052,0.0894
ogbl-collab,line,sg,10,0.1,0.0,-1.0,-1.0,02-05-16h01m,44.13715577125549,6054,345.3888244628906,1841.8526611328125,2187.241455078125,0.0,637565952.0,0.8511866331100464,0.8512,0.24720166623592377,0.2472,0.0005658744485117495,0.0406,0.14672790467739105,0.1621,0.18447506427764893,0.1946,0.21408361196517944,0.2155,0.7186476588249207,0.7186,0.12256570905447006,0.1226,0.00019426277140155435,0.0125,0.0626821219921112,0.0699,0.0816551148891449,0.0862,0.09870707243680954,0.0987,0.8979916572570801,0.8534793853759766,0.8535,0.25077730417251587,0.2508,0.00016643365961499512,0.0002,0.14862525463104248,0.1486,0.18284401297569275,0.1828,0.21484920382499695,0.2148,0.717756986618042,0.7178,0.1240200400352478,0.1240,8.63390087033622e-05,0.0001,0.06477583944797516,0.0648,0.08191413432359695,0.0819,0.09846963733434677,0.0985
ogbl-collab,line,sg_aug,1,0.1,1.0,-1.0,-1.0,02-05-16h07m,61.796366453170776,6054,69.07755279541016,0.0,69.07755279541016,104435.65625,636499968.0,0.9377972483634949,0.9378,0.4377356767654419,0.4377,0.0,0.0003,0.34015709161758423,0.3402,0.3850109875202179,0.3850,0.44915449619293213,0.4492,0.7990477085113525,0.7990,0.22989697754383087,0.2299,0.0,0.0004,0.15648944675922394,0.1565,0.1848086416721344,0.1848,0.2270715981721878,0.2271,0.9147534370422363,0.9392891526222229,0.9393,0.4409267008304596,0.4409,0.0,0.0000,0.33293387293815613,0.3329,0.39296650886535645,0.3930,0.4573763310909271,0.4574,0.8015720844268799,0.8016,0.23241198062896729,0.2324,0.0,0.0000,0.15232358872890472,0.1523,0.1908092051744461,0.1908,0.23307214677333832,0.2331
ogbl-collab,line,sg_aug,1000000000,0.1,0.0,-1.0,-1.0,02-05-16h05m,14.289725303649902,2421,262.83575439453125,0.0,262.83575439453125,nan,636499968.0,0.912628710269928,0.9126,0.39047250151634216,0.3905,0.0,0.0000,0.24803607165813446,0.2569,0.30006325244903564,0.3030,0.3411557078361511,0.3463,0.780340850353241,0.7803,0.20002421736717224,0.2000,0.0,0.0000,0.10865764319896698,0.1107,0.1388547122478485,0.1389,0.16354766488075256,0.1635,0.6054675579071045,0.9120628237724304,0.9121,0.3954528570175171,0.3955,0.0,0.0000,0.2626988887786865,0.2627,0.312662273645401,0.3127,0.3625257909297943,0.3625,0.7806035280227661,0.7806,0.20193251967430115,0.2019,0.0,0.0000,0.11375164240598679,0.1138,0.142157182097435,0.1422,0.17248375713825226,0.1725
ogbl-collab,n2v,sg,-1,0.1,0.0,4.0,4.0,02-05-16h15m,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogbl-collab,n2v,sg,10,0.1,0.0,4.0,4.0,02-05-16h09m,317.72262239456177,1154,179839.1875,1172206.5,1352045.75,0.0,13248111616.0,0.9944021105766296,0.9944,0.5754866600036621,0.5755,0.0,0.0000,0.2751980423927307,0.2789,0.39567938446998596,0.4359,0.521503210067749,0.5469,0.9364546537399292,0.9378,0.37753796577453613,0.3775,0.0,0.0001,0.1663752645254135,0.1664,0.23848992586135864,0.2654,0.3245699107646942,0.3399,0.28181150555610657,0.9943983554840088,0.9944,0.5776087641716003,0.5776,0.0,0.0000,0.2978663146495819,0.2979,0.4164170026779175,0.4164,0.5382964015007019,0.5383,0.937218427658081,0.9372,0.3760404586791992,0.3760,0.0,0.0000,0.17274276912212372,0.1727,0.24744759500026703,0.2474,0.3324483633041382,0.3324
ogbl-collab,n2v,sg_aug,1,0.1,100.0,4.0,4.0,02-05-16h19m,286.71037793159485,1154,30765.34765625,0.0,30765.34765625,151160.703125,8998920192.0,0.9965851306915283,0.9966,0.6041978001594543,0.6042,0.027627987787127495,0.0565,0.21459954977035522,0.2146,0.38179880380630493,0.3818,0.5171260237693787,0.5171,0.961022675037384,0.9610,0.3890002369880676,0.3890,0.016469165682792664,0.0323,0.1122622936964035,0.1123,0.21064560115337372,0.2106,0.29959636926651,0.2996,0.16982977092266083,0.9961234927177429,0.9961,0.6111696362495422,0.6112,0.03616603463888168,0.0362,0.23357298970222473,0.2336,0.3575161397457123,0.3575,0.5151787400245667,0.5152,0.9602659940719604,0.9603,0.39205801486968994,0.3921,0.021153056994080544,0.0212,0.1286882907152176,0.1287,0.19996114075183868,0.2000,0.3039780557155609,0.3040
ogbl-collab,n2v,sg_aug,1000000000,0.1,0.0,4.0,4.0,02-05-16h16m,116.21281886100769,461,757.0670166015625,0.0,757.0670166015625,nan,8998920192.0,0.9834756255149841,0.9844,0.4241269528865814,0.4241,0.0013647560263052583,0.0031,0.13467811048030853,0.1347,0.22611676156520844,0.2261,0.2891119122505188,0.2979,0.9251261949539185,0.9298,0.26813560724258423,0.2681,0.0009281443199142814,0.0019,0.07347449660301208,0.0735,0.12745796144008636,0.1275,0.16648319363594055,0.1743,0.323351114988327,0.98499596118927,0.9850,0.4300277829170227,0.4300,0.002130350796505809,0.0021,0.15102189779281616,0.1510,0.24304306507110596,0.2430,0.3130783438682556,0.3131,0.9273213148117065,0.9273,0.2718120515346527,0.2718,0.0014030089369043708,0.0014,0.08249692618846893,0.0825,0.13881154358386993,0.1388,0.18349197506904602,0.1835
ogbl-ppa,line,sg,-1,0.01,0.0,-1.0,-1.0,02-05-16h23m,988.0728056430817,66639,94.5489273071289,1263.614013671875,1358.1629638671875,0.0,2084692480.0,0.9431635737419128,0.9432,,,1.2865847565990407e-05,0.0001,0.0015008506597951055,0.0028,0.0034318824764341116,0.0057,0.006492304615676403,0.0137,0.9239594340324402,0.9240,,,4.848636672249995e-05,0.0001,0.0008922151173464954,0.0020,0.0024556529242545366,0.0065,0.005806159693747759,0.0107,0.5102171301841736,0.9439632892608643,0.9440,,,1.5010155948402826e-05,0.0000,0.0013736766995862126,0.0014,0.003561035729944706,0.0036,0.00696190819144249,0.0070,0.9251380562782288,0.9251,,,2.2758906197850592e-05,0.0000,0.000968078151345253,0.0010,0.0025846201460808516,0.0026,0.005452242214232683,0.0055
ogbl-ppa,line,sg,10,0.01,0.0,-1.0,-1.0,02-05-15h36m,975.7627196311951,66639,216.6929931640625,6817.96728515625,7034.66015625,0.0,2074099200.0,0.9127439856529236,0.9153,,,5.129844430484809e-05,0.0002,0.003125576302409172,0.0032,0.006421377882361412,0.0064,0.011008217930793762,0.0110,0.8934891819953918,0.8963,,,0.0002922375570051372,0.0007,0.0022781994193792343,0.0027,0.005634313449263573,0.0059,0.010458871722221375,0.0105,0.6532501578330994,0.9146116375923157,0.9146,,,4.7504669055342674e-05,0.0000,0.0031296999659389257,0.0031,0.007514975033700466,0.0075,0.011731014586985111,0.0117,0.8956731557846069,0.8957,,,0.00028267220477573574,0.0003,0.0024464174639433622,0.0024,0.006560502108186483,0.0066,0.01101794932037592,0.0110
ogbl-ppa,line,sg_aug,1000000000,0.01,0.0,-1.0,-1.0,02-05-17h11m,307.90515542030334,26655,0.05015362799167633,0.0,0.05015362799167633,nan,2071968256.0,0.9399076700210571,0.9399,,,0.001190585782751441,0.0033,0.015115061774849892,0.0152,0.023813530802726746,0.0263,0.03686659410595894,0.0431,0.9130936861038208,0.9131,,,0.0003159859625156969,0.0007,0.011421342380344868,0.0134,0.024168308824300766,0.0257,0.037735916674137115,0.0398,0.6170923709869385,0.9406335353851318,0.9406,,,0.0006835394306108356,0.0007,0.010933001525700092,0.0109,0.019643016159534454,0.0196,0.033335741609334946,0.0333,0.914338231086731,0.9143,,,0.000470680563012138,0.0005,0.010618514381349087,0.0106,0.022421151399612427,0.0224,0.03727579116821289,0.0373
ogbl-ppa,line,sg_aug,5,0.01,100.0,-1.0,-1.0,02-05-17h47m,926.5888032913208,66639,3.776093006134033,0.0,3.776093006134033,316.88189697265625,2071968256.0,0.8249286413192749,0.8249,,,0.014675973914563656,0.0147,0.04163701832294464,0.0416,0.053948480635881424,0.0539,0.06967747211456299,0.0697,0.7772387862205505,0.7772,,,0.007713290397077799,0.0077,0.03531093895435333,0.0355,0.055751074105501175,0.0558,0.07059615105390549,0.0738,0.9174604415893555,0.8263935446739197,0.8264,,,0.012843579985201359,0.0128,0.04092741757631302,0.0409,0.05377017334103584,0.0538,0.07247645407915115,0.0725,0.7784569263458252,0.7785,,,0.009450223296880722,0.0095,0.03928055241703987,0.0393,0.057977817952632904,0.0580,0.07405979186296463,0.0741
ogbl-ppa,n2v,sg,-1,0.01,0.0,2.0,4.0,02-05-19h37m,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogbl-ppa,n2v,sg,10,0.01,0.0,2.0,4.0,02-05-18h34m,1905.9365746974945,1409,932374.625,2374871.0,3307245.5,0.0,27241660416.0,0.9964233636856079,0.9964,,,0.0035768707748502493,0.0074,0.05767413228750229,0.0708,0.10710950195789337,0.1148,0.1658087819814682,0.1658,0.9951066970825195,0.9951,,,0.0030777298379689455,0.0105,0.0623653419315815,0.0624,0.106720469892025,0.1067,0.16148895025253296,0.1646,0.11857520043849945,0.9965407252311707,0.9965,,,0.0030056601390242577,0.0030,0.0485796257853508,0.0486,0.10459093004465103,0.1046,0.16786418855190277,0.1679,0.9952547550201416,0.9953,,,0.0014951612101867795,0.0015,0.06334232538938522,0.0633,0.09761921316385269,0.0976,0.14425848424434662,0.1443
ogbl-ppa,n2v,sg_aug,100,0.01,100.0,2.0,4.0,02-05-20h21m,1976.8654000759125,1409,362763.71875,0.0,362763.71875,341423.5625,18743277568.0,0.9753347635269165,0.9753,,,0.0,0.0000,0.0012775127543136477,0.0064,0.0062584104016423225,0.0176,0.021253060549497604,0.0367,0.9723807573318481,0.9724,,,3.2983924029394984e-05,0.0001,0.0005940404371358454,0.0045,0.004338704980909824,0.0130,0.013644459657371044,0.0302,0.3320135474205017,0.9755979776382446,0.9756,,,3.2989353826451406e-07,0.0000,0.00216410169377923,0.0022,0.007900620810687542,0.0079,0.02278096415102482,0.0228,0.972728431224823,0.9727,,,3.7601672374876216e-05,0.0000,0.0009344345307908952,0.0009,0.00427570566534996,0.0043,0.01678386889398098,0.0168
ogbl-ppa,n2v,sg_aug,1000000000,0.01,0.0,2.0,4.0,02-05-19h37m,740.4615535736084,563,14801.384765625,0.0,14801.384765625,nan,18743277568.0,0.818321704864502,0.8183,,,0.0002898114616982639,0.0006,0.0065845102071762085,0.0066,0.013559284619987011,0.0136,0.020601192489266396,0.0217,0.811758816242218,0.8118,,,1.616212284716312e-05,0.0002,0.010493175126612186,0.0105,0.0159846693277359,0.0160,0.02161436527967453,0.0238,0.9595783352851868,0.8197228908538818,0.8197,,,0.0002119566051987931,0.0002,0.006675725802779198,0.0067,0.013125804252922535,0.0131,0.02130650356411934,0.0213,0.8132882714271545,0.8133,,,0.00010752758680609986,0.0001,0.009123353287577629,0.0091,0.014959198422729969,0.0150,0.02423856593668461,0.0242
ogbl-vessel,line,sg,-1,0.01,0.0,-1.0,-1.0,02-05-15h54m,553.0238530635834,7049,28.869359970092773,3471.399169921875,3500.2685546875,0.0,9203503104.0,0.8564294576644897,0.8564,0.14020876586437225,0.1402,0.000518155051395297,0.0011,0.007695631589740515,0.0079,0.014790802262723446,0.0157,0.024534735828638077,0.0245,0.5003775954246521,0.5024,0.00774837750941515,0.0077,1.870595951913856e-06,0.0000,5.424728442449123e-05,0.0001,0.00012532992695923895,0.0001,0.00022821270977146924,0.0002,0.9765815734863281,0.8568043112754822,0.8568,0.14075861871242523,0.1408,0.0007070852443575859,0.0007,0.008391493000090122,0.0084,0.014007022604346275,0.0140,0.02651756815612316,0.0265,0.5010239481925964,0.5010,0.007709827274084091,0.0077,1.870595951913856e-06,0.0000,5.798847269034013e-05,0.0001,0.00012158873869339004,0.0001,0.00023943628184497356,0.0002
ogbl-vessel,line,sg,10,0.01,0.0,-1.0,-1.0,02-05-15h37m,557.2924427986145,7049,74.47618865966797,3954.54248046875,4029.0185546875,0.0,9192909824.0,0.8442288637161255,0.8442,0.1131787970662117,0.1132,0.0005462139961309731,0.0007,0.0058961184695363045,0.0059,0.009837464429438114,0.0115,0.017897862941026688,0.0180,0.5007477402687073,0.5016,0.007455921731889248,0.0075,0.0,0.0000,3.1800133001524955e-05,0.0000,0.00012532992695923895,0.0001,0.0002132479421561584,0.0002,0.9668400883674622,0.8450539112091064,0.8451,0.11433041840791702,0.1143,0.00034418964060023427,0.0003,0.005963460076600313,0.0060,0.010344395413994789,0.0103,0.017512518912553787,0.0175,0.5019040107727051,0.5019,0.007513734512031078,0.0075,0.0,0.0000,5.050608888268471e-05,0.0001,0.00011597694538068026,0.0001,0.00022634210472460836,0.0002
ogbl-vessel,line,sg_aug,1000000000,0.01,0.0,-1.0,-1.0,02-05-16h11m,286.32423162460327,4699,0.03254086524248123,0.0,0.03254086524248123,nan,9190778880.0,0.8949280381202698,0.8949,0.265351802110672,0.2654,0.004712031222879887,0.0047,0.020447485148906708,0.0292,0.03918711468577385,0.0440,0.06489284336566925,0.0653,0.5055800676345825,0.5063,0.007610095199197531,0.0077,0.0,0.0000,2.0576555471052416e-05,0.0000,5.985907046124339e-05,0.0001,0.00011410635488573462,0.0002,0.7820148468017578,0.8962177038192749,0.8962,0.267706036567688,0.2677,0.0021773737389594316,0.0022,0.024566536769270897,0.0246,0.043871086090803146,0.0439,0.06652587652206421,0.0665,0.5050323605537415,0.5050,0.007704420480877161,0.0077,0.0,0.0000,1.870595951913856e-05,0.0000,8.417681965511292e-05,0.0001,0.00016461244376841933,0.0002
ogbl-vessel,line,sg_aug,5,0.01,1.0,-1.0,-1.0,02-05-16h23m,540.8127105236053,7049,0.01584133319556713,0.0,0.01584133319556713,2178.109375,9190778880.0,0.8800410032272339,0.8800,0.2662850618362427,0.2663,0.0014684178167954087,0.0116,0.03168415278196335,0.0317,0.04841850697994232,0.0491,0.07092738896608353,0.0738,0.5019057989120483,0.5039,0.007559724617749453,0.0076,0.0,0.0000,6.360026600304991e-05,0.0001,0.00013468290853779763,0.0001,0.00021137733710929751,0.0002,0.822036862373352,0.8807013034820557,0.8807,0.267638623714447,0.2676,0.0008773094741627574,0.0009,0.02651195600628853,0.0265,0.050715599209070206,0.0507,0.073338583111763,0.0733,0.503593385219574,0.5036,0.007561849430203438,0.0076,0.0,0.0000,5.237668665358797e-05,0.0001,0.0001309417129959911,0.0001,0.00020763615611940622,0.0002
ogbl-vessel,n2v,sg,-1,0.01,0.0,0.5,0.25,02-05-17h36m,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ogbl-vessel,n2v,sg,10,0.01,0.0,0.5,0.25,02-05-16h40m,2869.6326534748077,5183,87305.921875,4696314.5,4783620.5,0.0,32843821056.0,0.9999639391899109,1.0000,0.9899930357933044,0.9900,0.0,0.0000,0.0,0.0000,0.0,0.0001,0.0,0.0002,0.9591473937034607,0.9591,0.8147834539413452,0.8158,0.0,0.0000,0.0,0.0001,0.0,0.0003,0.0,0.0005,0.005876901559531689,0.9999645948410034,1.0000,0.9902814626693726,0.9903,0.0,0.0000,0.0,0.0000,0.0,0.0000,0.0,0.0000,0.9596014618873596,0.9596,0.8156760334968567,0.8157,0.0,0.0000,0.0,0.0000,0.0,0.0000,0.0,0.0000
ogbl-vessel,n2v,sg_aug,1,0.01,1.0,0.5,0.25,02-05-18h11m,2827.352484226227,5183,2982.53857421875,0.0,2982.53857421875,13.892314910888672,24345438208.0,0.9887523055076599,0.9888,0.5901009440422058,0.5901,1.1223575711483136e-05,0.0000,0.0002674952265806496,0.0003,0.0005574375973083079,0.0006,0.0010924279922619462,0.0011,0.9029791951179504,0.9030,0.2780177891254425,0.2780,0.0,0.0000,2.0576555471052416e-05,0.0001,8.417681965511292e-05,0.0001,0.0001702242298051715,0.0003,0.2983826994895935,0.9889960289001465,0.9890,0.591759979724884,0.5918,1.4964767615310848e-05,0.0000,0.0002600128354970366,0.0003,0.0005873671034350991,0.0006,0.0011354517191648483,0.0011,0.9041709899902344,0.9042,0.2791566252708435,0.2792,0.0,0.0000,1.870595951913856e-05,0.0000,7.482383807655424e-05,0.0001,0.000153388871694915,0.0002
ogbl-vessel,n2v,sg_aug,1000000000,0.01,0.0,0.5,0.25,02-05-17h36m,1598.547334909439,3455,43239.12890625,0.0,43239.12890625,nan,24345438208.0,0.9524880647659302,0.9525,0.26787739992141724,0.2679,1.870595951913856e-06,0.0000,0.00023943628184497356,0.0002,0.00042275467421859503,0.0004,0.0007239206461235881,0.0007,0.8300734758377075,0.8301,0.10450408607721329,0.1045,0.0,0.0000,2.4317747374880128e-05,0.0000,6.360026600304991e-05,0.0001,0.00011971814092248678,0.0002,0.562919020652771,0.9535008072853088,0.9535,0.269207626581192,0.2692,0.0,0.0000,0.000153388871694915,0.0002,0.00036850740434601903,0.0004,0.0008324151858687401,0.0008,0.8314419388771057,0.8314,0.10484728217124939,0.1048,3.741191903827712e-06,0.0000,2.0576555471052416e-05,0.0000,7.108264253474772e-05,0.0001,0.00012532992695923895,0.0001
