Graph,Model,Loss Function,n_negative,Learning Rate,lambda,n2v_p,n2v_q,time,Duration,Steps,Loss/positive_loss,Loss/negative_loss,Loss/total_loss,Loss/dimension_regularization,classifier/metrics/valid/AUC_ROC,classifier/metrics/valid/AUC_ROC max,classifier/metrics/valid/AUC_ROC max epoch,classifier/metrics/valid/MRR,classifier/metrics/valid/MRR max,classifier/metrics/valid/MRR max epoch,classifier/metrics/valid/Hits_50,classifier/metrics/valid/Hits_50 max,classifier/metrics/valid/Hits_50 max epoch,classifier/metrics/test/AUC_ROC,classifier/metrics/test/AUC_ROC max,classifier/metrics/test/AUC_ROC max epoch,classifier/metrics/test/MRR,classifier/metrics/test/MRR max,classifier/metrics/test/MRR max epoch,classifier/metrics/test/Hits_50,classifier/metrics/test/Hits_50 max,classifier/metrics/test/Hits_50 max epoch,Loss/classifier_loss,GPU_usage/memory__bytes_,metrics/valid/AUC_ROC,metrics/valid/AUC_ROC max,metrics/valid/AUC_ROC max epoch,metrics/valid/MRR,metrics/valid/MRR max,metrics/valid/MRR max epoch,metrics/valid/Hits_50,metrics/valid/Hits_50 max,metrics/valid/Hits_50 max epoch,metrics/test/AUC_ROC,metrics/test/AUC_ROC max,metrics/test/AUC_ROC max epoch,metrics/test/MRR,metrics/test/MRR max,metrics/test/MRR max epoch,metrics/test/Hits_50,metrics/test/Hits_50 max,metrics/test/Hits_50 max epoch
CiteSeer,n2v,sg,10,0.1,1.0,4.0,2.0,01-24-19h23m,38.85637426376343,519,34950.6796875,744399.625,779350.3125,52.05022430419922,0.9932539463043213,0.9958,3,0.43538349866867065,0.4829,3,0.061538465321063995,0.1868,3,0.7261810302734375,0.7390,1,0.133035346865654,0.1562,3,0.02142857201397419,0.0593,3,0.08948047459125519,3122975232.0,0.9948456883430481,0.9948,20,0.4975523054599762,0.4976,20,0.2043956071138382,0.2044,20,0.7322456240653992,0.7322,20,0.15748247504234314,0.1575,20,0.06923077255487442,0.0692,20
CiteSeer,n2v,sg,10,0.1,1.0,4.0,4.0,01-24-19h24m,36.41305375099182,519,34875.08984375,743726.625,778601.6875,48.30672073364258,0.9963331818580627,0.9984,3,0.5112444162368774,0.5112,4,0.18021978437900543,0.1802,4,0.734585165977478,0.7499,1,0.1486816704273224,0.1487,4,0.02747252956032753,0.0275,4,0.20681506395339966,3122975232.0,0.9973371624946594,0.9973,20,0.5206777453422546,0.5207,20,0.17692308127880096,0.1769,20,0.7326728105545044,0.7327,20,0.16210143268108368,0.1621,20,0.05274725705385208,0.0527,20
Cora,n2v,sg,10,0.1,1.0,0.25,0.25,01-24-19h24m,33.20784378051758,439,24244.783203125,120785.953125,145030.734375,52.66402816772461,0.9957283139228821,0.9980,3,0.4376457929611206,0.4376,4,0.14326375722885132,0.1433,4,0.8415033221244812,0.8531,3,0.14499036967754364,0.1452,2,0.024170616641640663,0.0336,2,0.11448977887630463,3121920512.0,0.9983885288238525,0.9984,20,0.4502890706062317,0.4503,20,0.08349145948886871,0.0835,20,0.8432410359382629,0.8432,20,0.15277065336704254,0.1528,20,0.019431279972195625,0.0194,20
Cora,n2v,sg,10,0.1,1.0,0.25,0.5,01-24-19h25m,33.29089975357056,439,20168.21875,120168.640625,140336.859375,53.90704345703125,0.997067928314209,0.9971,4,0.4277285933494568,0.4277,4,0.11290322244167328,0.1546,3,0.8489356637001038,0.8524,2,0.14375555515289307,0.1456,3,0.022274881601333618,0.0294,3,0.1156807541847229,3121920512.0,0.9975733757019043,0.9976,20,0.42904233932495117,0.4290,20,0.11574952304363251,0.1157,20,0.8427562713623047,0.8428,20,0.15541242063045502,0.1554,20,0.02985781989991665,0.0299,20
Cora,n2v,sg,10,0.1,1.0,0.25,1.0,01-24-19h26m,32.10798907279968,439,12406.0283203125,118591.828125,130997.859375,47.8406982421875,0.997021496295929,0.9970,4,0.4427427649497986,0.4427,4,0.18121442198753357,0.1812,4,0.8296739459037781,0.8335,2,0.14544861018657684,0.1454,4,0.025592416524887085,0.0261,3,0.07801206409931183,3121920512.0,0.9967892169952393,0.9968,20,0.4434349536895752,0.4434,20,0.12713472545146942,0.1271,20,0.8343261480331421,0.8343,20,0.1412157565355301,0.1412,20,0.012322274968028069,0.0123,20
Cora,n2v,sg,10,0.1,1.0,0.25,2.0,01-24-19h26m,32.23665404319763,439,9054.54296875,117431.4609375,126486.0,43.83937454223633,0.9930504560470581,0.9931,4,0.453766793012619,0.4538,4,0.10151802748441696,0.1243,1,0.8293190598487854,0.8293,4,0.14167040586471558,0.1417,4,0.03412322327494621,0.0341,4,0.13348543643951416,3121920512.0,0.9946153163909912,0.9946,20,0.4397933781147003,0.4398,20,0.10910815745592117,0.1091,20,0.8212352991104126,0.8212,20,0.14193302392959595,0.1419,20,0.022274881601333618,0.0223,20
Cora,n2v,sg,10,0.1,1.0,0.25,4.0,01-24-19h27m,32.563015937805176,439,5550.85986328125,117031.0546875,122581.9140625,41.903594970703125,0.9896751046180725,0.9926,3,0.3693135678768158,0.3913,2,0.0,0.1034,2,0.7992324233055115,0.7992,4,0.10689818859100342,0.1240,2,0.0004739336436614394,0.0280,2,0.2286539375782013,3121920512.0,0.9953256249427795,0.9953,20,0.4496469795703888,0.4496,20,0.11385199427604675,0.1139,20,0.8091955780982971,0.8092,20,0.12889620661735535,0.1289,20,0.0071090045385062695,0.0071,20
Cora,n2v,sg,10,0.1,1.0,0.5,0.25,01-24-19h28m,33.3232786655426,439,24244.783203125,120785.953125,145030.734375,52.66402816772461,0.9953654408454895,0.9954,4,0.4376457929611206,0.4376,4,0.14326375722885132,0.1433,4,0.8545770645141602,0.8657,3,0.14499036967754364,0.1452,2,0.024170616641640663,0.0336,2,0.11448977887630463,3121920512.0,0.996138334274292,0.9961,20,0.4502890706062317,0.4503,20,0.08349145948886871,0.0835,20,0.8533157706260681,0.8533,20,0.15277065336704254,0.1528,20,0.019431279972195625,0.0194,20
Cora,n2v,sg,10,0.1,1.0,0.5,0.5,01-24-19h28m,32.97614932060242,439,24244.783203125,120785.953125,145030.734375,52.66402816772461,0.9968296885490417,0.9969,3,0.4376457929611206,0.4376,4,0.14326375722885132,0.1433,4,0.8577809929847717,0.8649,3,0.14499036967754364,0.1452,2,0.024170616641640663,0.0336,2,0.11448977887630463,3121920512.0,0.9946788549423218,0.9947,20,0.4502890706062317,0.4503,20,0.08349145948886871,0.0835,20,0.8532639145851135,0.8533,20,0.15277065336704254,0.1528,20,0.019431279972195625,0.0194,20
Cora,n2v,sg,10,0.1,1.0,0.5,1.0,01-24-19h29m,33.21825122833252,439,20168.21875,120168.640625,140336.859375,53.90704345703125,0.9968371391296387,0.9968,4,0.4277285933494568,0.4277,4,0.11290322244167328,0.1546,3,0.8437669277191162,0.8524,2,0.14375555515289307,0.1456,3,0.022274881601333618,0.0294,3,0.1156807541847229,3121920512.0,0.9981039762496948,0.9981,20,0.42904233932495117,0.4290,20,0.11574952304363251,0.1157,20,0.843331515789032,0.8433,20,0.15541242063045502,0.1554,20,0.02985781989991665,0.0299,20
Cora,n2v,sg,10,0.1,1.0,0.5,2.0,01-24-19h30m,31.91375756263733,439,14288.615234375,118586.734375,132875.34375,52.51774597167969,0.9946722984313965,0.9966,3,0.4395972788333893,0.4396,4,0.07874763011932373,0.1803,3,0.8324894309043884,0.8408,3,0.1438658982515335,0.1439,4,0.008530805818736553,0.0360,3,0.09544602781534195,3121920512.0,0.9951551556587219,0.9952,20,0.4252263605594635,0.4252,20,0.10626185685396194,0.1063,20,0.8363553285598755,0.8364,20,0.14205074310302734,0.1421,20,0.02606634981930256,0.0261,20
Cora,n2v,sg,10,0.1,1.0,0.5,4.0,01-24-19h31m,33.24396109580994,439,8310.5478515625,117946.4921875,126257.0390625,56.2625846862793,0.9939758777618408,0.9961,3,0.4156319797039032,0.4156,4,0.1641366183757782,0.1641,4,0.807338297367096,0.8212,3,0.13607239723205566,0.1380,3,0.019431279972195625,0.0289,3,0.12623943388462067,3121920512.0,0.9952439665794373,0.9952,20,0.42001476883888245,0.4200,20,0.10721062868833542,0.1072,20,0.8193967938423157,0.8194,20,0.13414454460144043,0.1341,20,0.022274881601333618,0.0223,20
Cora,n2v,sg,10,0.1,1.0,1.0,0.25,01-24-19h32m,34.010388135910034,439,24244.783203125,120785.953125,145030.734375,52.66402816772461,0.9957485795021057,0.9981,2,0.4376457929611206,0.4376,4,0.14326375722885132,0.1433,4,0.8523788452148438,0.8653,3,0.14499036967754364,0.1452,2,0.024170616641640663,0.0336,2,0.11448977887630463,3121920512.0,0.9979930520057678,0.9980,20,0.4502890706062317,0.4503,20,0.08349145948886871,0.0835,20,0.8569163680076599,0.8569,20,0.15277065336704254,0.1528,20,0.019431279972195625,0.0194,20
Cora,n2v,sg,10,0.1,1.0,1.0,0.5,01-24-19h32m,33.60372734069824,439,24244.783203125,120785.953125,145030.734375,52.66402816772461,0.9968553185462952,0.9969,4,0.4376457929611206,0.4376,4,0.14326375722885132,0.1433,4,0.8519262671470642,0.8618,3,0.14499036967754364,0.1452,2,0.024170616641640663,0.0336,2,0.11448977887630463,3121920512.0,0.9975159168243408,0.9975,20,0.4502890706062317,0.4503,20,0.08349145948886871,0.0835,20,0.848749041557312,0.8487,20,0.15277065336704254,0.1528,20,0.019431279972195625,0.0194,20
Cora,n2v,sg,10,0.1,1.0,1.0,1.0,01-24-19h33m,33.02187538146973,439,26361.197265625,120598.75,146959.953125,55.619815826416016,0.9960312247276306,0.9960,4,0.44920727610588074,0.4492,4,0.15085388720035553,0.1509,4,0.8514631986618042,0.8549,3,0.15263304114341736,0.1526,4,0.031753554940223694,0.0322,1,0.1836996227502823,3121920512.0,0.9945800304412842,0.9946,20,0.4143467843532562,0.4143,20,0.0683111920952797,0.0683,20,0.8543808460235596,0.8544,20,0.14220386743545532,0.1422,20,0.0199052132666111,0.0199,20
Cora,n2v,sg,10,0.1,1.0,1.0,2.0,01-24-19h34m,33.08082127571106,439,18085.140625,119737.046875,137822.1875,57.17889404296875,0.9976770877838135,0.9987,3,0.43734145164489746,0.4373,4,0.10910815745592117,0.1774,3,0.8421908020973206,0.8533,3,0.15265107154846191,0.1527,4,0.039336491376161575,0.0393,4,0.07584147900342941,3121920512.0,0.997413158416748,0.9974,20,0.40749359130859375,0.4075,20,0.1356736272573471,0.1357,20,0.846956193447113,0.8470,20,0.1445123255252838,0.1445,20,0.02606634981930256,0.0261,20
Cora,n2v,sg,10,0.1,1.0,1.0,4.0,01-24-19h35m,32.669474363327026,439,13431.60546875,118816.71875,132248.328125,58.370914459228516,0.9972165822982788,0.9972,4,0.40011149644851685,0.4001,4,0.04364326223731041,0.1195,3,0.8313920497894287,0.8375,3,0.1391938477754593,0.1392,4,0.006161137484014034,0.0294,3,0.09191964566707611,3121920512.0,0.9973456263542175,0.9973,20,0.3948025703430176,0.3948,20,0.03320683166384697,0.0332,20,0.8359655737876892,0.8360,20,0.13728870451450348,0.1373,20,0.006635070778429508,0.0066,20
Cora,n2v,sg,10,0.1,1.0,2.0,0.25,01-24-19h35m,33.75083041191101,439,24244.783203125,120785.953125,145030.734375,52.66402816772461,0.9989264607429504,0.9990,3,0.4376457929611206,0.4376,4,0.14326375722885132,0.1433,4,0.8480429649353027,0.8591,3,0.14499036967754364,0.1452,2,0.024170616641640663,0.0336,2,0.11448977887630463,3121920512.0,0.9984039664268494,0.9984,20,0.4502890706062317,0.4503,20,0.08349145948886871,0.0835,20,0.8480465412139893,0.8480,20,0.15277065336704254,0.1528,20,0.019431279972195625,0.0194,20
Cora,n2v,sg,10,0.1,1.0,2.0,0.5,01-24-19h36m,33.48110604286194,439,24244.783203125,120785.953125,145030.734375,52.66402816772461,0.9955054521560669,0.9955,4,0.4376457929611206,0.4376,4,0.14326375722885132,0.1433,4,0.8424323797225952,0.8528,3,0.14499036967754364,0.1452,2,0.024170616641640663,0.0336,2,0.11448977887630463,3121920512.0,0.9972938299179077,0.9973,20,0.4502890706062317,0.4503,20,0.08349145948886871,0.0835,20,0.8463375568389893,0.8463,20,0.15277065336704254,0.1528,20,0.019431279972195625,0.0194,20
Cora,n2v,sg,10,0.1,1.0,2.0,1.0,01-24-19h37m,33.90214967727661,439,24244.783203125,120785.953125,145030.734375,52.66402816772461,0.9931747317314148,0.9962,3,0.4376457929611206,0.4376,4,0.14326375722885132,0.1433,4,0.849645733833313,0.8609,3,0.14499036967754364,0.1452,2,0.024170616641640663,0.0336,2,0.11448977887630463,3121920512.0,0.9969502687454224,0.9970,20,0.4502890706062317,0.4503,20,0.08349145948886871,0.0835,20,0.8480782508850098,0.8481,20,0.15277065336704254,0.1528,20,0.019431279972195625,0.0194,20
Cora,n2v,sg,10,0.1,1.0,2.0,2.0,01-24-19h38m,32.657726764678955,439,24102.47265625,120544.1796875,144646.65625,63.68366622924805,0.9942137598991394,0.9974,3,0.4430292248725891,0.4430,4,0.12049335986375809,0.1490,3,0.8376563191413879,0.8427,3,0.1444508284330368,0.1472,2,0.024644549936056137,0.0346,3,0.06553597748279572,3121920512.0,0.9980131983757019,0.9980,20,0.42322489619255066,0.4232,20,0.10056925565004349,0.1006,20,0.8406890630722046,0.8407,20,0.13535265624523163,0.1354,20,0.01753554493188858,0.0175,20
Cora,n2v,sg,10,0.1,1.0,2.0,4.0,01-24-19h38m,32.26498341560364,439,18644.66796875,118495.1171875,137139.78125,63.712303161621094,0.9972190260887146,0.9972,4,0.4395729601383209,0.4396,4,0.11005692183971405,0.1262,3,0.8313577175140381,0.8361,1,0.14258046448230743,0.1426,4,0.03412322327494621,0.0365,3,0.12384795397520065,3121920512.0,0.9988664388656616,0.9989,20,0.4394182860851288,0.4394,20,0.18121442198753357,0.1812,20,0.8371841907501221,0.8372,20,0.14850950241088867,0.1485,20,0.03127961978316307,0.0313,20
Cora,n2v,sg,10,0.1,1.0,4.0,0.25,01-24-19h39m,33.349462270736694,439,24244.783203125,120785.953125,145030.734375,52.66402816772461,0.9988373517990112,0.9988,4,0.4376457929611206,0.4376,4,0.14326375722885132,0.1433,4,0.8461988568305969,0.8568,3,0.14499036967754364,0.1452,2,0.024170616641640663,0.0336,2,0.11448977887630463,3121920512.0,0.9987961649894714,0.9988,20,0.4502890706062317,0.4503,20,0.08349145948886871,0.0835,20,0.8447450399398804,0.8447,20,0.15277065336704254,0.1528,20,0.019431279972195625,0.0194,20
Cora,n2v,sg,10,0.1,1.0,4.0,0.5,01-24-19h40m,33.201054096221924,439,24244.783203125,120785.953125,145030.734375,52.66402816772461,0.9994935989379883,0.9995,4,0.4376457929611206,0.4376,4,0.14326375722885132,0.1433,4,0.8434142470359802,0.8530,3,0.14499036967754364,0.1452,2,0.024170616641640663,0.0336,2,0.11448977887630463,3121920512.0,0.9997689127922058,0.9998,20,0.4502890706062317,0.4503,20,0.08349145948886871,0.0835,20,0.8408315181732178,0.8408,20,0.15277065336704254,0.1528,20,0.019431279972195625,0.0194,20
Cora,n2v,sg,10,0.1,1.0,4.0,1.0,01-24-19h40m,33.384936571121216,439,24244.783203125,120785.953125,145030.734375,52.66402816772461,0.9940569400787354,0.9961,3,0.4376457929611206,0.4376,4,0.14326375722885132,0.1433,4,0.8474353551864624,0.8556,3,0.14499036967754364,0.1452,2,0.024170616641640663,0.0336,2,0.11448977887630463,3121920512.0,0.9957554340362549,0.9958,20,0.4502890706062317,0.4503,20,0.08349145948886871,0.0835,20,0.8448870182037354,0.8449,20,0.15277065336704254,0.1528,20,0.019431279972195625,0.0194,20
Cora,n2v,sg,10,0.1,1.0,4.0,2.0,01-24-19h41m,32.339627504348755,439,24102.47265625,120544.1796875,144646.65625,63.68366622924805,0.9968346357345581,0.9968,4,0.4430292248725891,0.4430,4,0.12049335986375809,0.1490,3,0.8395227789878845,0.8466,3,0.1444508284330368,0.1472,2,0.024644549936056137,0.0346,3,0.06553597748279572,3121920512.0,0.9969601035118103,0.9970,20,0.42322489619255066,0.4232,20,0.10056925565004349,0.1006,20,0.8436339497566223,0.8436,20,0.13535265624523163,0.1354,20,0.01753554493188858,0.0175,20
Cora,n2v,sg,10,0.1,1.0,4.0,4.0,01-24-19h42m,32.6478374004364,439,23532.9296875,120719.25,144252.1875,71.62297821044922,0.9962783455848694,0.9963,4,0.42776989936828613,0.4278,4,0.12618595361709595,0.1670,3,0.8413971662521362,0.8416,3,0.14147642254829407,0.1415,4,0.028436018154025078,0.0346,3,0.09244358539581299,3121920512.0,0.9968336820602417,0.9968,20,0.4418172240257263,0.4418,20,0.10626185685396194,0.1063,20,0.8457760214805603,0.8458,20,0.14928483963012695,0.1493,20,0.03222748637199402,0.0322,20
ogbl-ppa,n2v,sg,10,0.01,1.0,0.25,0.25,01-24-19h42m,2316.1767456531525,2814,1259081.75,2407859.0,3666940.75,2372.10498046875,0.9967013597488403,0.9968,2,,,,0.0674714744091034,0.0686,1,0.9954065084457397,0.9956,3,,,,0.053888801485300064,0.0695,2,0.11529980599880219,14515104768.0,0.9968910813331604,0.9969,5,,,,0.0656554102897644,0.0657,5,0.995631992816925,0.9956,5,,,,0.05690518394112587,0.0569,5
ogbl-ppa,n2v,sg,10,0.01,1.0,0.25,0.5,01-24-20h21m,2383.9938340187073,2814,1244730.75,2409485.75,3654216.5,2348.395263671875,0.9968506693840027,0.9969,2,,,,0.0712030678987503,0.0795,2,0.9955822229385376,0.9956,3,,,,0.0740053653717041,0.0750,1,0.11056335270404816,,,,,,,,,,,,,,,,,,,
